gene	start	end	strand	alt_ann
mpneu07428	448697	448720	+	-1
mpneu02480	448702	448734	+	-1
mpneu22133	448717	448737	-	-1
mpneu12301	448746	448808	+	0
mpneu22132	448738	448755	-	-1
mpneu02481	448795	448815	+	-1
mpneu22131	448759	448800	-	-1
mpneu27179	448782	448805	-	-1
mpneu02482	448819	448824	+	-1
mpneu07429	448832	448846	+	-1
mpneu27178	448812	448844	-	-1
mpneu07430	448865	448888	+	-1
mpneu12302	448872	449084	+	0
mpneu02483	448933	449169	+	0
mpneu07431	448964	449182	+	0
mpneu22130	448954	448989	-	-1
mpneu27177	448905	449045	-	0
mpneu12303	449091	449096	+	-1
mpneu12304	449100	449210	+	0
mpneu22129	448996	449136	-	0
mpneu27176	449106	449156	-	-1
mpneu22128	449179	449187	-	-1
mpneu17013	448805	449194	-	MPN375
mpneu12305	449211	449318	+	0
mpneu22127	449245	449301	-	-1
mpneu27175	449250	449303	-	-1
mpneu17012	449207	449341	-	0
mpneu02484	449344	449349	+	-1
mpneu27174	449352	449360	-	-1
mpneu02485	449371	449397	+	-1
mpneu22126	449332	449391	-	0
mpneu27173	449394	449408	-	-1
mpneu07432	449414	449440	+	-1
mpneu27172	449421	449432	-	-1
mpneu02486	449440	449454	+	-1
mpneu07433	449462	449566	+	0
mpneu17011	449444	449467	-	-1
mpneu27171	449472	449516	-	-1
mpneu22125	449455	449526	-	0
mpneu02487	449545	449553	+	-1
mpneu27170	449550	449558	-	-1
mpneu02488	449587	449655	+	0
mpneu12306	449592	449909	+	0
mpneu07434	449600	449641	+	-1
mpneu27169	449625	449633	-	-1
mpneu22124	449563	449652	-	0
mpneu02489	449662	449697	+	-1
mpneu22123	449659	449682	-	-1
mpneu02490	449698	449718	+	-1
mpneu07435	449753	449758	+	-1
mpneu22122	449704	449778	-	0
mpneu07436	449780	449818	+	-1
mpneu02491	449794	449838	+	-1
mpneu07437	449825	449863	+	-1
mpneu02492	449839	449886	+	-1
mpneu07438	449894	449977	+	0
mpneu02493	449899	449919	+	-1
mpneu22121	449860	449952	-	0
mpneu12307	449955	450062	+	0
mpneu22120	449974	450054	-	0
mpneu07439	450083	450103	+	-1
mpneu12308	450093	450173	+	0
mpneu22119	450100	450168	-	0
mpneu22118	450187	450192	-	-1
mpneu07440	450194	450226	+	-1
mpneu22117	450202	450207	-	-1
mpneu02494	450208	450219	+	-1
mpneu12309	450237	450350	+	0
mpneu02495	450256	450297	+	-1
mpneu22116	450313	450348	-	-1
mpneu02496	450409	450414	+	-1
mpneu12310	450429	450515	+	0
mpneu02497	450439	450447	+	-1
mpneu07441	450500	450595	+	0
mpneu12311	450531	450572	+	-1
mpneu02498	450544	450696	+	0
mpneu22115	450352	450588	-	0
mpneu07442	450617	450640	+	-1
mpneu12312	450621	450680	+	0
mpneu22114	450592	450630	-	-1
mpneu07443	450650	450787	+	0
mpneu02499	450703	450738	+	-1
mpneu12313	450729	450758	+	-1
mpneu22113	450637	450735	-	0
mpneu22112	450739	450744	-	-1
mpneu22111	450751	450756	-	-1
mpneu12314	450768	450929	+	0
mpneu02500	450772	450780	+	-1
mpneu02501	450805	450825	+	-1
mpneu07444	450815	450859	+	-1
mpneu22110	450790	450843	-	-1
mpneu07445	450875	450925	+	-1
mpneu22109	450856	450885	-	-1
mpneu12315	450930	451049	+	0
mpneu07446	450944	451138	+	0
mpneu22108	450922	450963	-	-1
mpneu22107	450985	450990	-	-1
mpneu02502	451003	451026	+	-1
mpneu12316	451071	451361	+	0
mpneu22106	451084	451110	-	-1
mpneu07447	451184	451234	+	-1
mpneu22105	451141	451194	-	-1
mpneu22104	451201	451227	-	-1
mpneu02503	451228	451284	+	-1
mpneu07448	451235	451327	+	0
mpneu22103	451231	451290	-	0
mpneu27168	451281	451295	-	-1
mpneu02504	451315	451338	+	-1
mpneu22102	451324	451368	-	-1
mpneu07449	451382	451417	+	-1
mpneu02505	451384	451398	+	-1
mpneu22101	451369	451404	-	-1
mpneu07450	451448	451621	+	0
mpneu27167	451431	451448	-	-1
mpneu02506	451450	451518	+	0
mpneu12317	451467	451538	+	0
mpneu27166	451479	451499	-	-1
mpneu22100	451414	451515	-	0
mpneu22099	451525	451542	-	-1
mpneu12318	451554	451604	+	-1
mpneu02507	451579	451695	+	0
mpneu22098	451564	451599	-	-1
mpneu07451	451622	451633	+	-1
mpneu07452	451643	451774	+	0
mpneu12319	451656	451802	+	0
mpneu02508	451708	451740	+	-1
mpneu02509	451741	451749	+	-1
mpneu22097	451630	451752	-	0
mpneu02510	451765	451791	+	-1
mpneu12320	451803	451880	+	0
mpneu22096	451771	451809	-	-1
mpneu07453	451847	451903	+	-1
mpneu22095	451858	451896	-	-1
mpneu07454	451964	452068	+	0
mpneu27165	451956	451964	-	-1
mpneu12321	451977	452003	+	-1
mpneu02511	451987	451998	+	-1
mpneu22094	451906	452007	-	0
mpneu02512	452017	452160	+	0
mpneu12322	452040	452045	+	-1
mpneu12323	452052	452060	+	-1
mpneu12324	452085	452303	+	0
mpneu07455	452096	452287	+	0
mpneu27164	452100	452123	-	-1
mpneu27163	452172	452189	-	-1
mpneu22093	452071	452208	-	0
mpneu27162	452274	452330	-	-1
mpneu12325	452337	452432	+	0
mpneu02513	452362	452496	+	0
mpneu07456	452387	452602	+	0
mpneu22092	452284	452400	-	0
mpneu22091	452413	452442	-	-1
mpneu27161	452343	452456	-	0
mpneu12326	452502	452507	+	-1
mpneu02514	452509	452526	+	-1
mpneu12327	452538	452711	+	0
mpneu27160	452523	452570	-	-1
mpneu27159	452580	452594	-	-1
mpneu22090	452599	452607	-	-1
mpneu07457	452687	452746	+	0
mpneu02515	452695	452724	+	-1
mpneu22089	452635	452721	-	0
mpneu12328	452724	452729	+	-1
mpneu12329	452739	452750	+	-1
mpneu27158	452769	452777	-	-1
mpneu22088	452779	452787	-	-1
mpneu02516	452824	452850	+	-1
mpneu12330	452859	453050	+	0
mpneu07458	452861	452884	+	-1
mpneu02517	452878	452904	+	-1
mpneu02518	452917	453015	+	0
mpneu27157	452910	452939	-	-1
mpneu22087	452818	452943	-	0
mpneu22086	452950	452964	-	-1
mpneu17010	449573	452995	-	MPN376
mpneu17009	452999	453010	-	-1
mpneu07459	453056	453274	+	0
mpneu12331	453069	453152	+	0
mpneu22085	453004	453084	-	0
mpneu02519	453088	453192	+	0
mpneu17008	453047	453136	-	0
mpneu27156	453012	453140	-	0
mpneu12332	453153	453188	+	-1
mpneu02520	453199	453216	+	-1
mpneu02521	453241	453345	+	0
mpneu17007	453161	453271	-	0
mpneu07460	453278	453289	+	-1
mpneu27155	453213	453287	-	0
mpneu22084	453175	453321	-	0
mpneu07461	453329	453349	+	-1
mpneu07462	453422	453646	+	MPN377
mpneu27154	453327	453428	-	0
mpneu12333	453447	453467	+	-1
mpneu12334	453474	453491	+	-1
mpneu17006	453488	453502	-	-1
mpneu12335	453510	453524	+	-1
mpneu12336	453525	453542	+	-1
mpneu12337	453573	453632	+	0
mpneu27153	453483	453581	-	0
mpneu22083	453415	453612	-	0
mpneu02522	453646	453660	+	-1
mpneu07463	453650	456268	+	MPN378
mpneu12338	453654	453719	+	0
mpneu22082	453643	453669	-	-1
mpneu27152	453669	453707	-	-1
mpneu17005	453629	453712	-	0
mpneu12339	453720	453728	+	-1
mpneu17004	453725	453742	-	-1
mpneu02523	453754	453822	+	0
mpneu12340	453777	453830	+	-1
mpneu17003	453773	453817	-	-1
mpneu22081	453679	453819	-	0
mpneu12341	453831	453881	+	-1
mpneu17002	453827	453865	-	-1
mpneu12342	453885	453917	+	-1
mpneu17001	453878	453892	-	-1
mpneu22080	453856	453897	-	-1
mpneu02524	453919	453936	+	-1
mpneu17000	453929	453955	-	-1
mpneu12343	453972	453986	+	-1
mpneu02525	453991	454068	+	0
mpneu16999	453956	454000	-	-1
mpneu22079	453904	454020	-	0
mpneu27151	453987	454043	-	-1
mpneu12344	454044	454079	+	-1
mpneu27150	454065	454082	-	-1
mpneu02526	454096	454113	+	-1
mpneu16998	454037	454102	-	0
mpneu27149	454092	454136	-	-1
mpneu16997	454130	454168	-	-1
mpneu02527	454183	454200	+	-1
mpneu16996	454202	454252	-	-1
mpneu27148	454155	454277	-	0
mpneu16995	454259	454315	-	-1
mpneu02528	454336	454503	+	0
mpneu16994	454319	454336	-	-1
mpneu12345	454386	454400	+	-1
mpneu27147	454287	454391	-	0
mpneu16993	454367	454393	-	-1
mpneu16992	454397	454414	-	-1
mpneu16991	454433	454450	-	-1
mpneu22078	454060	454458	-	0
mpneu12346	454467	454481	+	-1
mpneu22077	454465	454485	-	-1
mpneu27146	454500	454508	-	-1
mpneu16990	454478	454513	-	-1
mpneu12347	454515	454532	+	-1
mpneu12348	454554	454613	+	0
mpneu16989	454544	454561	-	-1
mpneu12349	454641	454652	+	-1
mpneu12350	454668	454745	+	0
mpneu16988	454610	454690	-	0
mpneu22076	454522	454722	-	0
mpneu12351	454749	454796	+	-1
mpneu02529	454783	454815	+	-1
mpneu27145	454731	454790	-	0
mpneu12352	454833	454925	+	0
mpneu16987	454742	454858	-	0
mpneu27144	454851	454895	-	-1
mpneu12353	454929	454961	+	-1
mpneu16986	454946	454951	-	-1
mpneu02530	454978	455004	+	-1
mpneu12354	454992	455063	+	0
mpneu27143	455001	455021	-	-1
mpneu16985	454958	455029	-	0
mpneu22075	454753	455100	-	0
mpneu16984	455078	455113	-	-1
mpneu02531	455134	455151	+	-1
mpneu12355	455154	455171	+	-1
mpneu12356	455190	455210	+	-1
mpneu16983	455168	455248	-	0
mpneu12357	455259	455303	+	-1
mpneu16982	455255	455293	-	-1
mpneu12358	455304	455318	+	-1
mpneu16981	455300	455314	-	-1
mpneu12359	455325	455378	+	-1
mpneu22074	455101	455364	-	0
mpneu16980	455315	455371	-	-1
mpneu12360	455382	455390	+	-1
mpneu27142	455352	455411	-	0
mpneu12361	455433	455450	+	-1
mpneu12362	455454	455516	+	0
mpneu27141	455436	455489	-	-1
mpneu22073	455395	455496	-	0
mpneu22072	455503	455547	-	-1
mpneu12363	455553	455621	+	0
mpneu27140	455556	455567	-	-1
mpneu16979	455513	455617	-	0
mpneu22071	455560	455634	-	0
mpneu12364	455646	455660	+	-1
mpneu22070	455644	455664	-	-1
mpneu22069	455701	455706	-	-1
mpneu12365	455715	455825	+	0
mpneu16978	455675	455743	-	0
mpneu02532	455779	455811	+	-1
mpneu27139	455730	455792	-	0
mpneu16977	455759	455806	-	-1
mpneu02533	455815	455880	+	0
mpneu22068	455794	455841	-	-1
mpneu16976	455822	455854	-	-1
mpneu12366	455883	455909	+	-1
mpneu02534	455896	455916	+	-1
mpneu27138	455877	455906	-	-1
mpneu12367	455925	455960	+	-1
mpneu16975	455906	455941	-	-1
mpneu12368	455976	456029	+	-1
mpneu16974	455969	456013	-	-1
mpneu16973	456026	456034	-	-1
mpneu02535	456070	456105	+	-1
mpneu22067	455887	456111	-	0
mpneu27137	456111	456116	-	-1
mpneu02536	456133	456141	+	-1
mpneu02537	456142	456150	+	-1
mpneu12369	456159	456227	+	0
mpneu22066	456151	456177	-	-1
mpneu02538	456184	456198	+	-1
mpneu16972	456095	456202	-	0
mpneu16971	456224	456232	-	-1
mpneu27136	456165	456236	-	0
mpneu12370	456258	456290	+	-1
mpneu07464	456272	457147	+	MPN379
mpneu12371	456291	456308	+	-1
mpneu27135	456270	456305	-	-1
mpneu12372	456315	456398	+	0
mpneu02539	456331	456375	+	-1
mpneu16970	456305	456337	-	-1
mpneu16969	456356	456361	-	-1
mpneu22065	456319	456390	-	0
mpneu02540	456403	456450	+	-1
mpneu27134	456372	456425	-	-1
mpneu12373	456432	456536	+	0
mpneu22064	456436	456471	-	-1
mpneu16968	456413	456484	-	0
mpneu22063	456487	456501	-	-1
mpneu27133	456459	456521	-	0
mpneu12374	456549	456575	+	-1
mpneu16967	456533	456571	-	-1
mpneu02541	456586	456627	+	-1
mpneu12375	456588	456620	+	-1
mpneu16966	456581	456595	-	-1
mpneu12376	456621	456641	+	-1
mpneu27132	456552	456647	-	0
mpneu16965	456638	456649	-	-1
mpneu12377	456654	456665	+	-1
mpneu22062	456628	456669	-	-1
mpneu12378	456684	456701	+	-1
mpneu12379	456717	456734	+	-1
mpneu02542	456721	456762	+	-1
mpneu12380	456774	456797	+	-1
mpneu27131	456714	456803	-	0
mpneu16964	456794	456808	-	-1
mpneu12381	456813	456833	+	-1
mpneu12382	456843	457010	+	0
mpneu16963	456893	456904	-	-1
mpneu27130	456930	456956	-	-1
mpneu16962	456944	456979	-	-1
mpneu12383	457038	457064	+	-1
mpneu16961	457007	457054	-	-1
mpneu27129	457035	457070	-	-1
mpneu16960	457061	457081	-	-1
mpneu12384	457107	457124	+	-1
mpneu22061	456670	457113	-	0
mpneu27128	457113	457121	-	-1
mpneu16959	457121	457141	-	-1
mpneu02543	457147	457980	+	MPN380
mpneu07465	457166	457177	+	-1
mpneu07466	457196	457204	+	-1
mpneu22060	457201	457233	-	-1
mpneu07467	457259	457285	+	-1
mpneu22059	457282	457293	-	-1
mpneu07468	457298	457342	+	-1
mpneu12385	457335	457346	+	-1
mpneu16958	457328	457366	-	-1
mpneu22058	457357	457368	-	-1
mpneu27127	457134	457385	-	0
mpneu07469	457394	457423	+	-1
mpneu07470	457427	457435	+	-1
mpneu22057	457420	457428	-	-1
mpneu07471	457454	457552	+	0
mpneu22056	457444	457503	-	0
mpneu16957	457466	457555	-	0
mpneu22055	457564	457608	-	-1
mpneu07472	457664	457723	+	0
mpneu27126	457470	457670	-	0
mpneu16956	457655	457699	-	-1
mpneu22054	457639	457710	-	0
mpneu12386	457758	457832	+	0
mpneu22053	457753	457764	-	-1
mpneu07473	457766	457783	+	-1
mpneu16955	457724	457771	-	-1
mpneu07474	457793	457987	+	0
mpneu27125	457674	457820	-	0
mpneu12387	457893	457907	+	-1
mpneu27124	457851	457913	-	0
mpneu12388	457953	458000	+	-1
mpneu22052	457780	457968	-	0
mpneu07475	458000	458068	+	0
mpneu02544	458011	458022	+	-1
mpneu22051	458017	458064	-	-1
mpneu16954	458009	458077	-	0
mpneu02545	458083	458118	+	-1
mpneu12389	458112	458255	+	0
mpneu07476	458126	459004	+	MPN381
mpneu22050	458101	458136	-	-1
mpneu22049	458149	458214	-	0
mpneu16953	458096	458269	-	0
mpneu16952	458270	458281	-	-1
mpneu22048	458218	458289	-	0
mpneu12390	458292	458336	+	-1
mpneu02546	458329	458430	+	0
mpneu27123	458262	458366	-	0
mpneu12391	458376	458534	+	0
mpneu22047	458314	458385	-	0
mpneu16951	458357	458443	-	0
mpneu22046	458389	458463	-	0
mpneu22045	458467	458496	-	-1
mpneu02547	458500	458508	+	-1
mpneu22044	458512	458523	-	-1
mpneu12392	458538	458627	+	0
mpneu02548	458617	458631	+	-1
mpneu22043	458587	458634	-	-1
mpneu12393	458655	458705	+	-1
mpneu27122	458568	458663	-	0
mpneu02549	458668	458700	+	-1
mpneu16950	458531	458689	-	0
mpneu12394	458706	458723	+	-1
mpneu22042	458650	458730	-	0
mpneu16949	458702	458743	-	-1
mpneu27121	458664	458747	-	0
mpneu12395	458781	458813	+	-1
mpneu27120	458778	458786	-	-1
mpneu16948	458786	458800	-	-1
mpneu12396	458838	458903	+	0
mpneu22041	458749	458865	-	0
mpneu02550	458878	458910	+	-1
mpneu16947	458810	458890	-	0
mpneu12397	458910	458933	+	-1
mpneu02551	458920	458928	+	-1
mpneu16946	458930	458944	-	-1
mpneu12398	458955	459035	+	0
mpneu22040	458923	458976	-	-1
mpneu02552	458977	458985	+	-1
mpneu02553	458998	459600	+	MPN382
mpneu07477	459011	459016	+	-1
mpneu07478	459029	459145	+	0
mpneu27119	458982	459056	-	0
mpneu07479	459155	459202	+	-1
mpneu22039	459001	459177	-	0
mpneu16945	459098	459205	-	0
mpneu22038	459199	459222	-	-1
mpneu07480	459227	459235	+	-1
mpneu12399	459273	459401	+	0
mpneu22037	459262	459285	-	-1
mpneu07481	459311	459379	+	0
mpneu16944	459215	459316	-	0
mpneu27118	459132	459341	-	0
mpneu07482	459386	459406	+	-1
mpneu22036	459286	459414	-	0
mpneu07483	459428	459442	+	-1
mpneu22035	459418	459453	-	-1
mpneu07484	459461	459493	+	-1
mpneu16943	459398	459481	-	0
mpneu12400	459516	459566	+	-1
mpneu07485	459518	459544	+	-1
mpneu22034	459523	459537	-	-1
mpneu27117	459474	459551	-	0
mpneu07486	459551	459622	+	0
mpneu12401	459567	459812	+	0
mpneu22033	459541	459588	-	-1
mpneu02554	459616	459636	+	-1
mpneu02555	459640	459666	+	-1
mpneu22032	459619	459696	-	0
mpneu07487	459710	459721	+	-1
mpneu07488	459728	459739	+	-1
mpneu02556	459739	459780	+	-1
mpneu07489	459773	459880	+	0
mpneu12402	459816	460055	+	0
mpneu22031	459736	459831	-	0
mpneu07490	459899	459934	+	-1
mpneu02557	459901	459924	+	-1
mpneu22030	459877	459927	-	-1
mpneu07491	459956	460000	+	-1
mpneu02558	459958	459963	+	-1
mpneu27116	459951	460010	-	0
mpneu12403	460056	460160	+	0
mpneu27115	460044	460061	-	-1
mpneu07492	460076	460087	+	-1
mpneu22029	459973	460107	-	0
mpneu07493	460109	460120	+	-1
mpneu02559	460114	460176	+	0
mpneu07494	460130	460165	+	-1
mpneu22028	460117	460158	-	-1
mpneu22027	460162	460170	-	-1
mpneu07495	460199	460228	+	-1
mpneu12404	460212	460406	+	0
mpneu07496	460232	460309	+	0
mpneu02560	460303	460380	+	0
mpneu07497	460316	460333	+	-1
mpneu27114	460260	460325	-	0
mpneu22026	460225	460350	-	0
mpneu07498	460361	460669	+	0
mpneu16942	459530	460378	-	MPN383
mpneu27113	460392	460433	-	-1
mpneu02561	460444	460491	+	-1
mpneu12405	460602	460625	+	-1
mpneu02562	460609	460641	+	-1
mpneu27112	460488	460622	-	0
mpneu12406	460671	460769	+	0
mpneu27111	460662	460709	-	-1
mpneu02563	460723	460749	+	-1
mpneu07499	460733	460738	+	-1
mpneu02564	460762	460797	+	-1
mpneu07500	460778	460831	+	-1
mpneu02565	460798	460818	+	-1
mpneu27110	460815	460835	-	-1
mpneu02566	460846	460926	+	0
mpneu07501	460868	460981	+	0
mpneu27109	460851	460904	-	-1
mpneu16941	460862	460909	-	-1
mpneu02567	461002	461016	+	-1
mpneu27108	460923	461012	-	0
mpneu12407	461016	461024	+	-1
mpneu07502	461027	461224	+	0
mpneu12408	461031	461093	+	0
mpneu27107	461013	461066	-	-1
mpneu02568	461134	461220	+	0
mpneu27106	461124	461258	-	0
mpneu12409	461259	461282	+	-1
mpneu16940	461114	461266	-	0
mpneu16939	461279	461326	-	-1
mpneu07503	461336	461434	+	0
mpneu02569	461359	461451	+	0
mpneu16938	461378	461401	-	-1
mpneu12410	461403	461414	+	-1
mpneu27105	461283	461423	-	0
mpneu02570	461476	461598	+	0
mpneu07504	461486	461527	+	-1
mpneu27104	461472	461552	-	0
mpneu07505	461558	461773	+	0
mpneu12411	461568	461579	+	-1
mpneu02571	461602	461700	+	0
mpneu02572	461704	461847	+	0
mpneu27103	461595	461771	-	0
mpneu27102	461781	461786	-	-1
mpneu27101	461793	461798	-	-1
mpneu07506	461807	462373	+	0
mpneu12412	461820	461831	+	-1
mpneu12413	461832	461840	+	-1
mpneu02573	461860	461958	+	0
mpneu27100	461844	461861	-	-1
mpneu12414	461898	461942	+	-1
mpneu02574	461962	461982	+	-1
mpneu27099	461988	461996	-	-1
mpneu02575	462004	462150	+	0
mpneu27098	462048	462056	-	-1
mpneu27097	462066	462161	-	0
mpneu02576	462184	462273	+	0
mpneu16937	462107	462184	-	0
mpneu27096	462204	462251	-	-1
mpneu27095	462270	462350	-	0
mpneu16936	462242	462358	-	0
mpneu12415	462360	462452	+	0
mpneu27094	462393	462425	-	-1
mpneu07507	462443	462577	+	0
mpneu02577	462481	462519	+	-1
mpneu02578	462544	462627	+	0
mpneu07508	462596	462604	+	-1
mpneu07509	462653	462667	+	-1
mpneu07510	462671	462766	+	0
mpneu27093	462432	462692	-	0
mpneu02579	462706	462747	+	-1
mpneu16935	462701	462733	-	-1
mpneu02580	462751	462792	+	-1
mpneu22025	460381	462762	-	MPN384
mpneu07511	462773	462811	+	-1
mpneu02581	462805	462852	+	-1
mpneu07512	462827	463015	+	0
mpneu27092	462831	462863	-	-1
mpneu02582	462877	462963	+	0
mpneu16934	462923	462931	-	-1
mpneu27091	462912	462959	-	-1
mpneu27090	462960	462974	-	-1
mpneu16933	462992	463000	-	-1
mpneu07513	463019	463123	+	0
mpneu16932	463004	463027	-	-1
mpneu27089	462984	463064	-	0
mpneu22024	462763	463107	-	MPN385
mpneu12416	463113	463139	+	-1
mpneu02583	463168	463221	+	-1
mpneu07514	463190	463393	+	0
mpneu12417	463194	463256	+	0
mpneu27088	463218	463235	-	-1
mpneu27087	463239	463259	-	-1
mpneu12418	463287	463307	+	-1
mpneu12419	463317	463466	+	0
mpneu22023	463228	463332	-	0
mpneu27086	463347	463382	-	-1
mpneu22022	463336	463386	-	-1
mpneu07515	463418	463432	+	-1
mpneu22021	463390	463419	-	-1
mpneu27085	463437	463454	-	-1
mpneu07516	463457	463591	+	0
mpneu12420	463476	463622	+	0
mpneu27084	463461	463514	-	-1
mpneu22020	463429	463536	-	0
mpneu02584	463543	463581	+	-1
mpneu27083	463557	463562	-	-1
mpneu07517	463604	463612	+	-1
mpneu22019	463588	463644	-	-1
mpneu12421	463650	463697	+	-1
mpneu07518	463679	463717	+	-1
mpneu07519	463718	463729	+	-1
mpneu12422	463764	463958	+	0
mpneu22018	463738	463791	-	-1
mpneu07520	463802	463819	+	-1
mpneu07521	463844	463873	+	-1
mpneu16931	463142	463870	-	MPN386
mpneu27082	463863	463886	-	-1
mpneu22017	463837	463890	-	-1
mpneu02585	463903	463941	+	-1
mpneu27081	463890	463928	-	-1
mpneu07522	463946	463972	+	-1
mpneu22016	463900	463968	-	0
mpneu22015	463969	463986	-	-1
mpneu12423	463992	464111	+	0
mpneu02586	464056	464115	+	0
mpneu22014	463996	464100	-	0
mpneu07523	464120	464179	+	0
mpneu02587	464164	464184	+	-1
mpneu12424	464169	464456	+	0
mpneu07524	464189	464230	+	-1
mpneu22013	464176	464226	-	-1
mpneu07525	464234	464347	+	0
mpneu22012	464227	464310	-	0
mpneu02588	464317	464328	+	-1
mpneu07526	464354	464404	+	-1
mpneu22011	464344	464364	-	-1
mpneu07527	464408	464494	+	0
mpneu22010	464401	464478	-	0
mpneu02589	464500	464505	+	-1
mpneu12425	464508	464597	+	0
mpneu07528	464534	464659	+	0
mpneu27080	464496	464552	-	-1
mpneu12426	464610	464924	+	0
mpneu22009	464491	464634	-	0
mpneu07529	464660	464683	+	-1
mpneu22008	464656	464712	-	-1
mpneu07530	464714	464722	+	-1
mpneu07531	464744	464818	+	0
mpneu22007	464728	464775	-	-1
mpneu07532	464834	464863	+	-1
mpneu02590	464857	465000	+	0
mpneu07533	464876	464914	+	-1
mpneu22006	464860	464922	-	0
mpneu07534	464936	464944	+	-1
mpneu07535	464963	464974	+	-1
mpneu02591	465001	465051	+	-1
mpneu07536	465014	465082	+	0
mpneu22005	464971	465045	-	0
mpneu16930	463979	465055	-	MPN387
mpneu16929	465056	465070	-	-1
mpneu12427	465117	465158	+	-1
mpneu02592	465124	465201	+	0
mpneu16928	465083	465142	-	0
mpneu07537	465152	465169	+	-1
mpneu22004	465166	465204	-	-1
mpneu12428	465213	465389	+	0
mpneu16927	465155	465229	-	0
mpneu02593	465274	465285	+	-1
mpneu02594	465289	465480	+	0
mpneu16926	465251	465379	-	0
mpneu16925	465386	465421	-	-1
mpneu07538	465440	465541	+	0
mpneu27079	465048	465449	-	MPN388
mpneu12429	465474	465500	+	-1
mpneu27078	465477	465530	-	-1
mpneu02595	465535	465960	+	0
mpneu07539	465581	465610	+	-1
mpneu27077	465555	465608	-	-1
mpneu07540	465617	465703	+	0
mpneu16924	465650	465655	-	-1
mpneu16923	465713	465727	-	-1
mpneu12430	465750	465773	+	-1
mpneu07541	465773	466141	+	0
mpneu27076	465639	465806	-	0
mpneu12431	465849	465857	+	-1
mpneu27075	465888	465911	-	-1
mpneu12432	465930	465968	+	-1
mpneu27074	465921	465944	-	-1
mpneu27073	465957	465980	-	-1
mpneu02596	465994	466032	+	-1
mpneu02597	466075	466107	+	-1
mpneu12433	466083	466178	+	0
mpneu27072	466029	466094	-	0
mpneu27071	466095	466100	-	-1
mpneu07542	466166	466339	+	0
mpneu12434	466179	466247	+	0
mpneu02598	466204	466380	+	0
mpneu27070	466104	466313	-	0
mpneu07543	466340	466408	+	0
mpneu16922	466364	466384	-	-1
mpneu07544	466412	466438	+	-1
mpneu22003	465427	466446	-	MPN389
mpneu02599	466453	466467	+	-1
mpneu12435	466482	466598	+	0
mpneu02600	466501	466752	+	0
mpneu22002	466477	466506	-	-1
mpneu07545	466538	466588	+	-1
mpneu16921	466460	466582	-	0
mpneu22001	466615	466641	-	-1
mpneu12436	466659	466730	+	0
mpneu07546	466661	467134	+	0
mpneu16920	466595	466720	-	0
mpneu16919	466727	466750	-	-1
mpneu02601	466756	466788	+	-1
mpneu02602	466810	466818	+	-1
mpneu12437	466842	466871	+	-1
mpneu02603	466852	466905	+	-1
mpneu12438	466875	466925	+	-1
mpneu16918	466868	466909	-	-1
mpneu02604	466933	466953	+	-1
mpneu16917	466922	466945	-	-1
mpneu02605	466954	467115	+	0
mpneu12439	466971	467018	+	-1
